timestamp_ms,rssi
540795,-33
541025,-32
541254,-31
541483,-32
541712,-32
541941,-33
542171,-33
542400,-32
542629,-33
542858,-33
543088,-31
543317,-31
543546,-31
543775,-30
544004,-32
544233,-31
544463,-30
544692,-32
544921,-32
545150,-31
545379,-32
545609,-32
545838,-32
546067,-32
546296,-32
546526,-31
546755,-31
546984,-31
547219,-31
547448,-31
547677,-32
547906,-31
548136,-31
548365,-31
548594,-31
548823,-32
549053,-31
549282,-30
549511,-31
549739,-31
549969,-32
550198,-32
550428,-30
550657,-32
550886,-31
551115,-31
551344,-33
551574,-32
551803,-33
552032,-32
552261,-32
552491,-33
552720,-32
552949,-31
553178,-33
553407,-33
553637,-32
553866,-32
554095,-32
554324,-32
554554,-32
554783,-31
555012,-32
555242,-33
555471,-33
555700,-32
555929,-32
556158,-32
556387,-32
556617,-31
556846,-31
557075,-31
557304,-31
557533,-31
557763,-32
557997,-32
558227,-32
558456,-32
558685,-32
558914,-33
559143,-32
559373,-32
559602,-32
559831,-31
560060,-33
560290,-31
560519,-32
560748,-32
560977,-32
561206,-32
561435,-32
561664,-32
561893,-32
562123,-32
562352,-32
562581,-32
562810,-33
563039,-33
563269,-32
563498,-32
563727,-31
563956,-31
564187,-31
564417,-33
564646,-33
564875,-33
565104,-32
565334,-32
565563,-32
565792,-32
566021,-32
566250,-32
566480,-31
566709,-32
566938,-32
567167,-32
567397,-31
567626,-33
567855,-32
568084,-32
568314,-33
568548,-32
568777,-32
569006,-32
569236,-32
569465,-34
569694,-32
569923,-32
570152,-32
570382,-31
570611,-32
570840,-32
571069,-31
571298,-33
571528,-32
571757,-31
571986,-31
572215,-31
572445,-31
572674,-33
572903,-30
573132,-31
573362,-31
573591,-31
573820,-32
574049,-32
574279,-32
574508,-32
574737,-31
574966,-33
575195,-31
575424,-31
575653,-31
575882,-31
576111,-33
576341,-31
576569,-33
576799,-31
577028,-33
577257,-32
577487,-31
577716,-33
577945,-33
578174,-32
578404,-32
578633,-31
578862,-31
579091,-32
579326,-32
579555,-32
579784,-31
580014,-32
580243,-32
580472,-30
580701,-31
580931,-31
581160,-31
581389,-31
581618,-32
581847,-32
582077,-31
582305,-32
582535,-32
582764,-32
582993,-34
583222,-32
583452,-32
583681,-32
583910,-31
584139,-32
584368,-31
584598,-31
584827,-31
585056,-32
585285,-31
585515,-31
585744,-31
585973,-31
586202,-32
586431,-32
586661,-32
586890,-31
587119,-31
587348,-31
587578,-32
587807,-34
588035,-32
588264,-32
588494,-31
588723,-32
588952,-31
589181,-31
589411,-32
589640,-31
589874,-31
590104,-31
590333,-32
590562,-32
590791,-31
591020,-31
591250,-32
591479,-31
591708,-31
591937,-32
592167,-32
592396,-32
592625,-33
592854,-32
593083,-32
593313,-32
593542,-32
593770,-32
594000,-31
594229,-32
594458,-32
594687,-31
594916,-35
595146,-32
595375,-32
595604,-34
595833,-32
596063,-32
596292,-32
596523,-32
596752,-34
596981,-33
597211,-32
597440,-34
597669,-32
597898,-33
598128,-32
598357,-31
598586,-32
598816,-33
599045,-32
599274,-32
599503,-34
599732,-31
599962,-33
600191,-33
600420,-32
600654,-32
600884,-32
601113,-33
601342,-32
601571,-32
601801,-32
602030,-32
602259,-31
602488,-31
602718,-31
602947,-31
603176,-30
603405,-31
603634,-30
603864,-33
604093,-32
604322,-31
604551,-33
604780,-32
605010,-32
605239,-33
605468,-32
605697,-33
605926,-32
606155,-32
606385,-32
606614,-32
606843,-33
607072,-31
607302,-30
607531,-31
607760,-30
607989,-31
608219,-31
608448,-31
608677,-32
608906,-31
609135,-32
609364,-31
609594,-32
609823,-32
610052,-31
610281,-33
610510,-33
610740,-32
610969,-33
611204,-32
611433,-33
611662,-32
611891,-31
612120,-32
612350,-32
612579,-32
612808,-32
613037,-32
613267,-32
613496,-32
613725,-30
613954,-33
614184,-33
614413,-31
614642,-32
614872,-31
615101,-32
615330,-31
615559,-33
615788,-33
616018,-32
616247,-33
616476,-34
616705,-31
616935,-32
617164,-32
617393,-32
617622,-33
617852,-32
618081,-32
618310,-33
618539,-31
618768,-32
618998,-32
619227,-32
619456,-32
619685,-32
619914,-31
620144,-31
620373,-31
620601,-30
620831,-32
621060,-31
621289,-32
621518,-32
621748,-31
621982,-33
622211,-32
622440,-32
622670,-32
622899,-33
623128,-32
623357,-32
623587,-32
623816,-32
624045,-32
624274,-32
624503,-32
624733,-32
624962,-32
625191,-33
